"","area","st","occ_code","occ_title","tot_emp","h_mean","a_mean","h_median","a_median","year","State","Est_Population"
"878","25","MA",1141,"registered nurses",75730,27.72,57650,27.13,56430,2003,"Massachusetts",6422565
"879","25","MA",2021,"dental hygienists",5540,29.18,60700,30.43,63290,2003,"Massachusetts",6422565
"880","26","MI",1020,"dentists",3930,64.29,133720,56.75,118030,2003,"Michigan",10041152
"881","26","MI",1062,"family and general practitioners",3090,58.87,122460,52.88,110000,2003,"Michigan",10041152
"882","26","MI",1141,"registered nurses",75870,24.52,51000,24.01,49950,2003,"Michigan",10041152
"883","26","MI",2021,"dental hygienists",8350,24.16,50240,24.54,51050,2003,"Michigan",10041152
"884","27","MN",1020,"dentists",1390,67.81,141030,59.69,124150,2003,"Minnesota",5053572
"885","27","MN",1062,"family and general practitioners",2430,74,153920,68.34,142140,2003,"Minnesota",5053572
"886","27","MN",1141,"registered nurses",50420,25.94,53950,25.71,53470,2003,"Minnesota",5053572
"887","27","MN",2021,"dental hygienists",4250,27.23,56640,28.67,59630,2003,"Minnesota",5053572
"888","28","MS",1020,"dentists",410,41.88,87120,29.97,62340,2003,"Mississippi",2868312
"889","28","MS",1062,"family and general practitioners",1270,68.27,142000,62.6,130210,2003,"Mississippi",2868312
"890","28","MS",1141,"registered nurses",24040,21.15,43990,20.22,42050,2003,"Mississippi",2868312
"891","28","MS",2021,"dental hygienists",610,17.57,36540,18.43,38340,2003,"Mississippi",2868312
"892","29","MO",1020,"dentists",1830,66.37,138050,63.46,132000,2003,"Missouri",5709403
"893","29","MO",1062,"family and general practitioners",2450,65.96,137190,62.08,129120,2003,"Missouri",5709403
"894","29","MO",1141,"registered nurses",50230,21.92,45600,21.23,44160,2003,"Missouri",5709403
"895","29","MO",2021,"dental hygienists",2030,27.21,56600,27.64,57480,2003,"Missouri",5709403
"896","30","MT",1020,"dentists",300,45.28,94180,42.73,88870,2003,"Montana",919630
"897","30","MT",1062,"family and general practitioners",290,70.42,146460,64.53,134220,2003,"Montana",919630
"898","30","MT",1141,"registered nurses",7760,20.13,41860,19.83,41250,2003,"Montana",919630
"899","30","MT",2021,"dental hygienists",550,23.8,49510,24.69,51350,2003,"Montana",919630
"900","31","NE",1020,"dentists",630,69.47,144510,61.83,128600,2003,"Nebraska",1738643
"901","31","NE",1062,"family and general practitioners",710,67.6,140600,66.13,137550,2003,"Nebraska",1738643
"902","31","NE",1141,"registered nurses",16570,20.9,43480,20.58,42800,2003,"Nebraska",1738643
"903","31","NE",2021,"dental hygienists",720,21.6,44930,22.98,47810,2003,"Nebraska",1738643
"904","32","NV",1020,"dentists",820,86.36,179640,NA,NA,2003,"Nevada",2248850
"905","32","NV",1062,"family and general practitioners",NA,97.15,202080,NA,NA,2003,"Nevada",2248850
"906","32","NV",1141,"registered nurses",14390,26.81,55770,26.92,55980,2003,"Nevada",2248850
"907","32","NV",2021,"dental hygienists",1060,37.7,78420,39.06,81250,2003,"Nevada",2248850
"908","33","NH",1020,"dentists",720,73.11,152060,NA,NA,2003,"New Hampshire",1279840
"909","33","NH",1062,"family and general practitioners",640,80.74,167930,NA,NA,2003,"New Hampshire",1279840
"910","33","NH",1141,"registered nurses",11840,22.74,47300,22,45760,2003,"New Hampshire",1279840
"911","33","NH",2021,"dental hygienists",800,28.63,59540,28.16,58580,2003,"New Hampshire",1279840
"912","34","NJ",1020,"dentists",3830,63.7,132500,54.07,112460,2003,"New Jersey",8601402
"913","34","NJ",1062,"family and general practitioners",2620,61.84,128640,56.11,116720,2003,"New Jersey",8601402
"914","34","NJ",1141,"registered nurses",72650,27.06,56290,26.76,55660,2003,"New Jersey",8601402
"915","34","NJ",2021,"dental hygienists",4130,27.7,57630,28.6,59490,2003,"New Jersey",8601402
"916","35","NM",1020,"dentists",370,56.23,116960,44.72,93030,2003,"New Mexico",1877574
"917","35","NM",1062,"family and general practitioners",1630,62.12,129210,58.25,121150,2003,"New Mexico",1877574
"918","35","NM",1141,"registered nurses",11440,23.26,48380,22.96,47750,2003,"New Mexico",1877574
"919","35","NM",2021,"dental hygienists",540,28.29,58840,28.13,58520,2003,"New Mexico",1877574
"920","36","NY",1020,"dentists",6810,62.17,129320,54.39,113140,2003,"New York",19175939
"921","36","NY",1062,"family and general practitioners",3180,62.01,128980,57.83,120280,2003,"New York",19175939
"922","36","NY",1141,"registered nurses",166290,27.84,57900,26.99,56130,2003,"New York",19175939
"923","36","NY",2021,"dental hygienists",9980,26.49,55100,27.37,56930,2003,"New York",19175939
"924","37","NC",1020,"dentists",2690,65,135210,65.99,137260,2003,"North Carolina",8422501
"925","37","NC",1062,"family and general practitioners",3890,62.08,129130,61.79,128510,2003,"North Carolina",8422501
"926","37","NC",1141,"registered nurses",67640,23.06,47970,22.46,46710,2003,"North Carolina",8422501
"927","37","NC",2021,"dental hygienists",4890,23.06,47950,24.68,51330,2003,"North Carolina",8422501
"928","38","ND",1020,"dentists",110,63.71,132530,54.37,113100,2003,"North Dakota",638817
"929","38","ND",1062,"family and general practitioners",NA,83.65,174000,NA,NA,2003,"North Dakota",638817
"930","38","ND",1141,"registered nurses",6210,21.19,44070,20.35,42320,2003,"North Dakota",638817
"931","38","ND",2021,"dental hygienists",360,25.06,52130,25.56,53160,2003,"North Dakota",638817
"932","39","OH",1020,"dentists",3830,79.41,165170,NA,NA,2003,"Ohio",11434788
"933","39","OH",1062,"family and general practitioners",5080,71.94,149640,66.04,137360,2003,"Ohio",11434788
"934","39","OH",1141,"registered nurses",102940,23.02,47890,22.53,46850,2003,"Ohio",11434788
"935","39","OH",2021,"dental hygienists",6630,25.39,52810,25.63,53310,2003,"Ohio",11434788
"936","40","OK",1020,"dentists",1270,75.15,156320,NA,NA,2003,"Oklahoma",3504892
"937","40","OK",1062,"family and general practitioners",1750,78.13,162520,NA,NA,2003,"Oklahoma",3504892
"938","40","OK",1141,"registered nurses",21720,20.75,43160,20.22,42060,2003,"Oklahoma",3504892
"939","40","OK",2021,"dental hygienists",1280,24.74,51460,25.59,53220,2003,"Oklahoma",3504892
"940","41","OR",1062,"family and general practitioners",770,64.14,133420,58.81,122330,2003,"Oregon",3547376
"941","41","OR",1141,"registered nurses",26060,25.49,53010,25.35,52730,2003,"Oregon",3547376
"942","41","OR",2021,"dental hygienists",2150,30.68,63810,31.19,64870,2003,"Oregon",3547376
"943","42","PA",1020,"dentists",3420,59.15,123030,46.46,96630,2003,"Pennsylvania",12374658
"944","42","PA",1062,"family and general practitioners",9210,64.86,134910,62.23,129430,2003,"Pennsylvania",12374658
"945","42","PA",1141,"registered nurses",118460,23.75,49390,23.34,48560,2003,"Pennsylvania",12374658
"946","42","PA",2021,"dental hygienists",7030,23.87,49660,24.55,51050,2003,"Pennsylvania",12374658
"947","44","RI",1020,"dentists",NA,78,162240,NA,NA,2003,"Rhode Island",1071342
"948","44","RI",1062,"family and general practitioners",330,85.92,178710,NA,NA,2003,"Rhode Island",1071342
"949","44","RI",1141,"registered nurses",10840,25.54,53130,25.46,52950,2003,"Rhode Island",1071342
"950","44","RI",2021,"dental hygienists",570,25.54,53130,25.71,53470,2003,"Rhode Island",1071342
"951","45","SC",1020,"dentists",1730,66.56,138440,57.8,120230,2003,"South Carolina",4150297
"952","45","SC",1062,"family and general practitioners",1190,66.99,139350,64.05,133210,2003,"South Carolina",4150297
"953","45","SC",1141,"registered nurses",29290,23.22,48300,22.33,46440,2003,"South Carolina",4150297
"954","45","SC",2021,"dental hygienists",1650,23.08,48010,21.42,44560,2003,"South Carolina",4150297
"955","46","SD",1020,"dentists",280,47.44,98670,35.98,74850,2003,"South Dakota",763729
"956","46","SD",1062,"family and general practitioners",240,61.77,128470,63.5,132080,2003,"South Dakota",763729
"957","46","SD",1141,"registered nurses",8120,19.62,40800,19.21,39950,2003,"South Dakota",763729
"958","46","SD",2021,"dental hygienists",380,22.13,46030,22.7,47210,2003,"South Dakota",763729
"959","47","TN",1020,"dentists",1920,45.51,94670,26.32,54740,2003,"Tennessee",5847812
"960","47","TN",1062,"family and general practitioners",1970,55.21,114830,39.25,81630,2003,"Tennessee",5847812
"961","47","TN",1141,"registered nurses",49370,22.96,47760,21.7,45130,2003,"Tennessee",5847812
"962","47","TN",2021,"dental hygienists",2070,27.9,58040,27.24,56660,2003,"Tennessee",5847812
"963","48","TX",1020,"dentists",5730,64.58,134320,57.23,119030,2003,"Texas",22030931
"964","48","TX",1062,"family and general practitioners",7370,67.44,140270,64.79,134770,2003,"Texas",22030931
"965","48","TX",1141,"registered nurses",134870,23.57,49020,22.82,47460,2003,"Texas",22030931
"966","48","TX",2021,"dental hygienists",8430,28.46,59190,28.86,60020,2003,"Texas",22030931
"967","49","UT",1020,"dentists",NA,56.24,116970,49.1,102130,2003,"Utah",2360137
"968","49","UT",1062,"family and general practitioners",660,73.78,153450,NA,NA,2003,"Utah",2360137
"969","49","UT",1141,"registered nurses",13430,23.08,48010,22.65,47110,2003,"Utah",2360137
"970","49","UT",2021,"dental hygienists",NA,34.41,71570,31.22,64940,2003,"Utah",2360137
"971","50","VT",1020,"dentists",230,60.3,125430,53.27,110810,2003,"Vermont",617858
"972","50","VT",1062,"family and general practitioners",390,60.92,126710,58.78,122270,2003,"Vermont",617858
"973","50","VT",1141,"registered nurses",5530,22.18,46130,21.76,45260,2003,"Vermont",617858
"974","50","VT",2021,"dental hygienists",670,25.26,52550,26.11,54310,2003,"Vermont",617858
"975","51","VA",1020,"dentists",2520,72.14,150060,NA,NA,2003,"Virginia",7366977
"976","51","VA",1062,"family and general practitioners",2630,62.57,130150,56.5,117510,2003,"Virginia",7366977
"977","51","VA",1141,"registered nurses",51220,23.58,49050,22.36,46500,2003,"Virginia",7366977
"978","51","VA",2021,"dental hygienists",3630,30.3,63020,29.69,61760,2003,"Virginia",7366977
"979","53","WA",1020,"dentists",1260,61.79,128530,55.81,116090,2003,"Washington",6104115
"980","53","WA",1062,"family and general practitioners",2290,73,151840,68.26,141980,2003,"Washington",6104115
"981","53","WA",1141,"registered nurses",44970,26.7,55540,26.46,55030,2003,"Washington",6104115
"982","53","WA",2021,"dental hygienists",4290,35.16,73120,35.03,72870,2003,"Washington",6104115
"983","54","WV",1020,"dentists",500,44.23,91990,42.76,88940,2003,"West Virginia",1812295
"984","54","WV",1062,"family and general practitioners",770,70.35,146330,66.17,137640,2003,"West Virginia",1812295
"985","54","WV",1141,"registered nurses",16150,21.05,43780,19.8,41190,2003,"West Virginia",1812295
"986","54","WV",2021,"dental hygienists",670,18.49,38470,18.65,38800,2003,"West Virginia",1812295
"987","55","WI",1020,"dentists",2560,53.04,110320,55.54,115530,2003,"Wisconsin",5479203
"988","55","WI",1062,"family and general practitioners",2070,73.95,153820,NA,NA,2003,"Wisconsin",5479203
"989","55","WI",1141,"registered nurses",46040,23.65,49180,23.22,48300,2003,"Wisconsin",5479203
"990","55","WI",2021,"dental hygienists",3640,24.62,51200,25.13,52270,2003,"Wisconsin",5479203
"991","56","WY",1020,"dentists",120,64.65,134480,55.86,116190,2003,"Wyoming",503453
"992","56","WY",1062,"family and general practitioners",210,64.4,133950,58.55,121790,2003,"Wyoming",503453
"993","56","WY",1141,"registered nurses",3580,20.84,43350,20.56,42760,2003,"Wyoming",503453
"994","56","WY",2021,"dental hygienists",310,24.45,50860,24.42,50800,2003,"Wyoming",503453
"995","01","AL",1021,"dentists, general",600,62.27,129530,62.68,130370,2004,"Alabama",4530729
"996","01","AL",1062,"family and general practitioners",940,69.86,145300,68.5,142480,2004,"Alabama",4530729
"997","01","AL",1069,"physicians and surgeons, all other",1420,74.38,154720,NA,NA,2004,"Alabama",4530729
"998","01","AL",1141,"registered nurses",37410,22.04,45830,21.23,44160,2004,"Alabama",4530729
"999","01","AL",2021,"dental hygienists",2200,16.43,34180,17.02,35410,2004,"Alabama",4530729
"1000","02","AK",1021,"dentists, general",NA,76.68,159490,NA,NA,2004,"Alaska",659286
"1001","02","AK",1062,"family and general practitioners",350,54.38,113110,45.61,94870,2004,"Alaska",659286
"1002","02","AK",1069,"physicians and surgeons, all other",180,74,153910,69.71,144990,2004,"Alaska",659286
"1003","02","AK",1141,"registered nurses",4950,28.77,59830,28.69,59660,2004,"Alaska",659286
"1004","02","AK",2021,"dental hygienists",420,26.99,56140,31.2,64890,2004,"Alaska",659286
"1005","04","AZ",1021,"dentists, general",1860,67.61,140630,66.58,138490,2004,"Arizona",5652404
"1006","04","AZ",1062,"family and general practitioners",2430,77.78,161780,NA,NA,2004,"Arizona",5652404
"1007","04","AZ",1069,"physicians and surgeons, all other",2340,76.11,158300,NA,NA,2004,"Arizona",5652404
"1008","04","AZ",1141,"registered nurses",32470,25.47,52980,25.12,52250,2004,"Arizona",5652404
"1009","04","AZ",2021,"dental hygienists",2400,33.6,69900,33.18,69010,2004,"Arizona",5652404
"1010","05","AR",1021,"dentists, general",1260,39.88,82950,39.44,82030,2004,"Arkansas",2749686
"1011","05","AR",1062,"family and general practitioners",1070,72.63,151070,NA,NA,2004,"Arkansas",2749686
"1012","05","AR",1069,"physicians and surgeons, all other",1560,42.34,88070,23.97,49850,2004,"Arkansas",2749686
"1013","05","AR",1141,"registered nurses",20030,22.07,45900,21.17,44030,2004,"Arkansas",2749686
"1014","05","AR",2021,"dental hygienists",940,19.91,41410,21.31,44320,2004,"Arkansas",2749686
"1015","06","CA",1021,"dentists, general",10400,68.02,141470,65.04,135280,2004,"California",35574576
"1016","06","CA",1062,"family and general practitioners",7240,57.22,119010,60.72,126300,2004,"California",35574576
"1017","06","CA",1069,"physicians and surgeons, all other",18940,66.72,138770,67.6,140610,2004,"California",35574576
"1018","06","CA",1141,"registered nurses",223170,32.17,66920,31.61,65750,2004,"California",35574576
"1019","06","CA",2021,"dental hygienists",19340,38.6,80280,37.49,77980,2004,"California",35574576
"1020","08","CO",1021,"dentists, general",NA,75.7,157460,NA,NA,2004,"Colorado",4575013
"1021","08","CO",1062,"family and general practitioners",880,57.89,120410,52.26,108700,2004,"Colorado",4575013
"1022","08","CO",1069,"physicians and surgeons, all other",1630,66.59,138510,63.12,131300,2004,"Colorado",4575013
"1023","08","CO",1141,"registered nurses",29710,25.88,53830,25.6,53240,2004,"Colorado",4575013
"1024","08","CO",2021,"dental hygienists",3710,34.89,72570,36.2,75300,2004,"Colorado",4575013
"1025","09","CT",1021,"dentists, general",1130,64.06,133250,56.33,117170,2004,"Connecticut",3496094
"1026","09","CT",1062,"family and general practitioners",590,69.48,144520,67.74,140910,2004,"Connecticut",3496094
"1027","09","CT",1069,"physicians and surgeons, all other",1580,66.28,137860,64.42,134000,2004,"Connecticut",3496094
"1028","09","CT",1141,"registered nurses",32370,28.86,60040,28.21,58680,2004,"Connecticut",3496094
"1029","09","CT",2021,"dental hygienists",3090,27.68,57570,29.06,60440,2004,"Connecticut",3496094
"1030","10","DE",1021,"dentists, general",290,62.45,129900,61.71,128350,2004,"Delaware",830803
"1031","10","DE",1062,"family and general practitioners",190,58.9,122510,56.15,116800,2004,"Delaware",830803
"1032","10","DE",1069,"physicians and surgeons, all other",340,76.92,160000,NA,NA,2004,"Delaware",830803
"1033","10","DE",1141,"registered nurses",7600,27.23,56650,26.83,55800,2004,"Delaware",830803
"1034","10","DE",2021,"dental hygienists",650,25.76,53570,26.85,55840,2004,"Delaware",830803
"1035","11","DC",1021,"dentists, general",290,49.14,102210,36.05,74990,2004,"District of Columbia",567754
"1036","11","DC",1062,"family and general practitioners",2940,35.32,73460,21.56,44850,2004,"District of Columbia",567754
"1037","11","DC",1069,"physicians and surgeons, all other",2310,39.28,81700,35.51,73850,2004,"District of Columbia",567754
"1038","11","DC",1141,"registered nurses",7590,27.62,57440,27.27,56710,2004,"District of Columbia",567754
"1039","11","DC",2021,"dental hygienists",170,27.31,56800,26.4,54910,2004,"District of Columbia",567754
"1040","12","FL",1021,"dentists, general",4450,58.12,120900,50.83,105730,2004,"Florida",17415318
"1041","12","FL",1062,"family and general practitioners",8920,73.27,152410,NA,NA,2004,"Florida",17415318
"1042","12","FL",1069,"physicians and surgeons, all other",7660,66.23,137750,62.73,130470,2004,"Florida",17415318
"1043","12","FL",1141,"registered nurses",130410,24.38,50710,23.8,49500,2004,"Florida",17415318
"1044","12","FL",2021,"dental hygienists",9320,24.02,49950,24.7,51380,2004,"Florida",17415318
"1045","13","GA",1021,"dentists, general",2430,72.01,149780,NA,NA,2004,"Georgia",8769252
"1046","13","GA",1062,"family and general practitioners",1140,69.34,144230,67.78,140970,2004,"Georgia",8769252
"1047","13","GA",1069,"physicians and surgeons, all other",3240,65.58,136410,65.03,135270,2004,"Georgia",8769252
"1048","13","GA",1141,"registered nurses",59130,23.88,49680,23.79,49490,2004,"Georgia",8769252
"1049","13","GA",2021,"dental hygienists",4560,23.03,47900,22.12,46000,2004,"Georgia",8769252
"1050","15","HI",1021,"dentists, general",NA,82.41,171420,NA,NA,2004,"Hawaii",1273569
"1051","15","HI",1062,"family and general practitioners",180,65.76,136770,63.97,133050,2004,"Hawaii",1273569
"1052","15","HI",1069,"physicians and surgeons, all other",1330,89.95,187110,NA,NA,2004,"Hawaii",1273569
"1053","15","HI",1141,"registered nurses",7960,29.29,60920,29.6,61570,2004,"Hawaii",1273569
