"","st","job_type","occ_code","tot_employment","annual_mean_income","year","State","Est_Population"
"1652","MT","Dental Hygienists",2021,510,50660,2005,"Montana",940102
"1653","MT","Dentists, All",1020,390,82010,2005,"Montana",940102
"1654","MT","Nurses",1141,7490,48460,2005,"Montana",940102
"1655","MT","Physicians and Surgeons, All",1060,930,146466.344086022,2005,"Montana",940102
"1656","NC","Dental Hygienists",2021,5330,57380,2005,"North Carolina",8705407
"1657","NC","Dentists, All",1020,2140,NA,2005,"North Carolina",8705407
"1658","NC","Nurses",1141,72130,51970,2005,"North Carolina",8705407
"1659","NC","Physicians and Surgeons, All",1060,14610,143421.594798084,2005,"North Carolina",8705407
"1660","ND","Dental Hygienists",2021,590,50770,2005,"North Dakota",646089
"1661","ND","Dentists, All",1020,130,NA,2005,"North Dakota",646089
"1662","ND","Nurses",1141,6740,48110,2005,"North Dakota",646089
"1663","ND","Physicians and Surgeons, All",1060,650,161066.615384615,2005,"North Dakota",646089
"1664","NE","Dental Hygienists",2021,790,56670,2005,"Nebraska",1761497
"1665","NE","Dentists, All",1020,820,132920,2005,"Nebraska",1761497
"1666","NE","Nurses",1141,16460,50000,2005,"Nebraska",1761497
"1667","NE","Physicians and Surgeons, All",1060,2960,157869.155405405,2005,"Nebraska",1761497
"1668","NH","Dental Hygienists",2021,1190,67320,2005,"New Hampshire",1298492
"1669","NH","Dentists, All",1020,350,NA,2005,"New Hampshire",1298492
"1670","NH","Nurses",1141,12210,53340,2005,"New Hampshire",1298492
"1671","NH","Physicians and Surgeons, All",1060,2420,158308.388429752,2005,"New Hampshire",1298492
"1672","NJ","Dental Hygienists",2021,5120,68460,2005,"New Jersey",8651974
"1673","NJ","Dentists, All",1020,2680,128330,2005,"New Jersey",8651974
"1674","NJ","Nurses",1141,80940,63070,2005,"New Jersey",8651974
"1675","NJ","Physicians and Surgeons, All",1060,18380,159839.891186072,2005,"New Jersey",8651974
"1676","NM","Dental Hygienists",2021,690,67530,2005,"New Mexico",1932274
"1677","NM","Dentists, All",1020,600,139570,2005,"New Mexico",1932274
"1678","NM","Nurses",1141,11170,54380,2005,"New Mexico",1932274
"1679","NM","Physicians and Surgeons, All",1060,3030,155978.613861386,2005,"New Mexico",1932274
"1680","NV","Dental Hygienists",2021,1460,71290,2005,"Nevada",2432143
"1681","NV","Dentists, All",1020,610,135370,2005,"Nevada",2432143
"1682","NV","Nurses",1141,13980,59660,2005,"Nevada",2432143
"1683","NV","Physicians and Surgeons, All",1060,2650,164128.603773585,2005,"Nevada",2432143
"1684","NY","Dental Hygienists",2021,9180,57720,2005,"New York",19132610
"1685","NY","Dentists, All",1020,7620,131183.910761155,2005,"New York",19132610
"1686","NY","Nurses",1141,164370,63010,2005,"New York",19132610
"1687","NY","Physicians and Surgeons, All",1060,41690,135151.223314944,2005,"New York",19132610
"1688","OH","Dental Hygienists",2021,5730,55990,2005,"Ohio",11463320
"1689","OH","Dentists, All",1020,3100,156013.677419355,2005,"Ohio",11463320
"1690","OH","Nurses",1141,106600,53150,2005,"Ohio",11463320
"1691","OH","Physicians and Surgeons, All",1060,26320,155451.360182371,2005,"Ohio",11463320
"1692","OK","Dental Hygienists",2021,1660,53350,2005,"Oklahoma",3548597
"1693","OK","Dentists, All",1020,1000,114610,2005,"Oklahoma",3548597
"1694","OK","Nurses",1141,24670,47200,2005,"Oklahoma",3548597
"1695","OK","Physicians and Surgeons, All",1060,4320,112708.310185185,2005,"Oklahoma",3548597
"1696","OR","Dental Hygienists",2021,2790,67570,2005,"Oregon",3613202
"1697","OR","Nurses",1141,27970,60270,2005,"Oregon",3613202
"1698","PA","Dental Hygienists",2021,6850,50760,2005,"Pennsylvania",12449990
"1699","PA","Dentists, All",1020,3540,116268.870056497,2005,"Pennsylvania",12449990
"1700","PA","Nurses",1141,123650,54040,2005,"Pennsylvania",12449990
"1701","PA","Physicians and Surgeons, All",1060,26190,130269.125620466,2005,"Pennsylvania",12449990
"1702","RI","Dental Hygienists",2021,680,62220,2005,"Rhode Island",1067916
"1703","RI","Dentists, All",1020,350,146740,2005,"Rhode Island",1067916
"1704","RI","Nurses",1141,10620,58400,2005,"Rhode Island",1067916
"1705","RI","Physicians and Surgeons, All",1060,1350,153098.148148148,2005,"Rhode Island",1067916
"1706","SC","Dental Hygienists",2021,1950,46370,2005,"South Carolina",4270150
"1707","SC","Dentists, All",1020,990,122160,2005,"South Carolina",4270150
"1708","SC","Nurses",1141,31160,52060,2005,"South Carolina",4270150
"1709","SC","Physicians and Surgeons, All",1060,3830,168770.130548303,2005,"South Carolina",4270150
"1710","SD","Dental Hygienists",2021,460,49750,2005,"South Dakota",775493
"1711","SD","Dentists, All",1020,250,147570,2005,"South Dakota",775493
"1712","SD","Nurses",1141,9040,47500,2005,"South Dakota",775493
"1713","SD","Physicians and Surgeons, All",1060,1050,162368.571428571,2005,"South Dakota",775493
"1714","TN","Dental Hygienists",2021,2930,53740,2005,"Tennessee",5991057
"1715","TN","Dentists, All",1020,690,135850,2005,"Tennessee",5991057
"1716","TN","Nurses",1141,52090,51250,2005,"Tennessee",5991057
"1717","TN","Physicians and Surgeons, All",1060,5820,NA,2005,"Tennessee",5991057
"1718","TX","Dental Hygienists",2021,9010,59130,2005,"Texas",22778123
"1719","TX","Dentists, All",1020,4410,139140,2005,"Texas",22778123
"1720","TX","Nurses",1141,149950,54810,2005,"Texas",22778123
"1721","TX","Physicians and Surgeons, All",1060,29710,154683.90777516,2005,"Texas",22778123
"1722","UT","Dental Hygienists",2021,1380,58390,2005,"Utah",2457719
"1723","UT","Dentists, All",1020,1470,136530,2005,"Utah",2457719
"1724","UT","Nurses",1141,15550,52490,2005,"Utah",2457719
"1725","UT","Physicians and Surgeons, All",1060,3160,162162.215189873,2005,"Utah",2457719
"1726","VA","Dental Hygienists",2021,3410,74300,2005,"Virginia",7577105
"1727","VA","Dentists, All",1020,2100,NA,2005,"Virginia",7577105
"1728","VA","Nurses",1141,53850,54480,2005,"Virginia",7577105
"1729","VA","Physicians and Surgeons, All",1060,13160,141563.890577508,2005,"Virginia",7577105
"1730","VT","Dental Hygienists",2021,520,51320,2005,"Vermont",621215
"1731","VT","Dentists, All",1020,220,139290,2005,"Vermont",621215
"1732","VT","Nurses",1141,5560,50060,2005,"Vermont",621215
"1733","VT","Physicians and Surgeons, All",1060,1110,139499.72972973,2005,"Vermont",621215
"1734","WA","Dental Hygienists",2021,4490,80650,2005,"Washington",6257305
"1735","WA","Dentists, All",1020,1290,NA,2005,"Washington",6257305
"1736","WA","Nurses",1141,47930,62220,2005,"Washington",6257305
"1737","WA","Physicians and Surgeons, All",1060,8600,155485.127906977,2005,"Washington",6257305
"1738","WI","Dental Hygienists",2021,4100,54200,2005,"Wisconsin",5546166
"1739","WI","Dentists, All",1020,2060,148802.524271845,2005,"Wisconsin",5546166
"1740","WI","Nurses",1141,47380,55060,2005,"Wisconsin",5546166
"1741","WI","Physicians and Surgeons, All",1060,8600,171240.325581395,2005,"Wisconsin",5546166
"1742","WV","Dental Hygienists",2021,1020,41600,2005,"West Virginia",1820492
"1743","WV","Dentists, All",1020,380,138040,2005,"West Virginia",1820492
"1744","WV","Nurses",1141,15640,48340,2005,"West Virginia",1820492
"1745","WV","Physicians and Surgeons, All",1060,3430,158153.119533528,2005,"West Virginia",1820492
"1746","WY","Dental Hygienists",2021,260,53150,2005,"Wyoming",514157
"1747","WY","Dentists, All",1020,240,NA,2005,"Wyoming",514157
"1748","WY","Nurses",1141,3940,48210,2005,"Wyoming",514157
"1749","WY","Physicians and Surgeons, All",1060,410,150514.87804878,2005,"Wyoming",514157
"1750","AK","Physicians and Surgeons, Family Practitioner",1062,200,155360,2005,"Alaska",666946
"1751","AL","Dentists, General",1021,700,125620,2005,"Alabama",4569805
"1752","AL","Physicians and Surgeons, Family Practitioner",1062,1020,148540,2005,"Alabama",4569805
"1753","AR","Dentists, General",1021,700,88780,2005,"Arkansas",2781097
"1754","AR","Physicians and Surgeons, Family Practitioner",1062,1200,160980,2005,"Arkansas",2781097
"1755","AZ","Dentists, General",1021,2020,129820,2005,"Arizona",5839077
"1756","AZ","Physicians and Surgeons, Family Practitioner",1062,2020,148170,2005,"Arizona",5839077
"1757","CA","Dentists, General",1021,10250,136510,2005,"California",35827943
"1758","CA","Physicians and Surgeons, Family Practitioner",1062,9660,133420,2005,"California",35827943
"1759","CO","Dentists, General",1021,1680,147300,2005,"Colorado",4631888
"1760","CO","Physicians and Surgeons, Family Practitioner",1062,1270,126830,2005,"Colorado",4631888
"1761","CT","Dentists, General",1021,1130,166570,2005,"Connecticut",3506956
"1762","CT","Physicians and Surgeons, Family Practitioner",1062,730,153810,2005,"Connecticut",3506956
"1763","DC","Dentists, General",1021,370,NA,2005,"District of Columbia",567136
"1764","DC","Physicians and Surgeons, Family Practitioner",1062,2220,89990,2005,"District of Columbia",567136
"1765","DE","Dentists, General",1021,280,154590,2005,"Delaware",845150
"1766","DE","Physicians and Surgeons, Family Practitioner",1062,290,133110,2005,"Delaware",845150
"1767","FL","Dentists, General",1021,4970,131220,2005,"Florida",17842038
"1768","FL","Physicians and Surgeons, Family Practitioner",1062,11400,152320,2005,"Florida",17842038
"1769","GA","Dentists, General",1021,2540,145440,2005,"Georgia",8925922
"1770","GA","Physicians and Surgeons, Family Practitioner",1062,1450,142970,2005,"Georgia",8925922
"1771","HI","Dentists, General",1021,330,152880,2005,"Hawaii",1292729
"1772","HI","Physicians and Surgeons, Family Practitioner",1062,250,134190,2005,"Hawaii",1292729
"1773","IA","Dentists, General",1021,540,137230,2005,"Iowa",2964454
"1774","IA","Physicians and Surgeons, Family Practitioner",1062,1960,139040,2005,"Iowa",2964454
"1775","ID","Dentists, General",1021,620,117220,2005,"Idaho",1428241
"1776","ID","Physicians and Surgeons, Family Practitioner",1062,230,151870,2005,"Idaho",1428241
"1777","IL","Dentists, General",1021,4890,103470,2005,"Illinois",12609903
"1778","IL","Physicians and Surgeons, Family Practitioner",1062,3490,130580,2005,"Illinois",12609903
"1779","IN","Dentists, General",1021,1500,137390,2005,"Indiana",6278616
"1780","IN","Physicians and Surgeons, Family Practitioner",1062,2460,142320,2005,"Indiana",6278616
"1781","KS","Dentists, General",1021,670,117980,2005,"Kansas",2745299
"1782","KS","Physicians and Surgeons, Family Practitioner",1062,790,174570,2005,"Kansas",2745299
"1783","KY","Dentists, General",1021,630,103360,2005,"Kentucky",4182742
"1784","KY","Physicians and Surgeons, Family Practitioner",1062,750,144290,2005,"Kentucky",4182742
"1785","LA","Dentists, General",1021,1250,98890,2005,"Louisiana",4576628
"1786","LA","Physicians and Surgeons, Family Practitioner",1062,1200,164100,2005,"Louisiana",4576628
"1787","MA","Dentists, General",1021,1840,134080,2005,"Massachusetts",6403290
"1788","MA","Physicians and Surgeons, Family Practitioner",1062,1410,151740,2005,"Massachusetts",6403290
"1789","MD","Dentists, General",1021,2190,122940,2005,"Maryland",5592379
"1790","MD","Physicians and Surgeons, Family Practitioner",1062,2400,165210,2005,"Maryland",5592379
"1791","ME","Dentists, General",1021,470,182840,2005,"Maine",1318787
"1792","ME","Physicians and Surgeons, Family Practitioner",1062,670,132890,2005,"Maine",1318787
"1793","MI","Dentists, General",1021,4570,141240,2005,"Michigan",10051137
"1794","MI","Physicians and Surgeons, Family Practitioner",1062,3030,139550,2005,"Michigan",10051137
"1795","MN","Dentists, General",1021,2610,142470,2005,"Minnesota",5119598
"1796","MN","Physicians and Surgeons, Family Practitioner",1062,3120,147750,2005,"Minnesota",5119598
"1797","MO","Dentists, General",1021,1520,144380,2005,"Missouri",5790300
"1798","MO","Physicians and Surgeons, Family Practitioner",1062,2820,151870,2005,"Missouri",5790300
"1799","MS","Dentists, General",1021,550,140310,2005,"Mississippi",2905943
"1800","MS","Physicians and Surgeons, Family Practitioner",1062,2090,158470,2005,"Mississippi",2905943
"1801","MT","Dentists, General",1021,390,82010,2005,"Montana",940102
"1802","MT","Physicians and Surgeons, Family Practitioner",1062,420,121550,2005,"Montana",940102
"1803","NC","Dentists, General",1021,2020,164440,2005,"North Carolina",8705407
"1804","NC","Physicians and Surgeons, Family Practitioner",1062,4460,149070,2005,"North Carolina",8705407
"1805","ND","Dentists, General",1021,130,NA,2005,"North Dakota",646089
"1806","ND","Physicians and Surgeons, Family Practitioner",1062,250,158650,2005,"North Dakota",646089
"1807","NE","Dentists, General",1021,820,132920,2005,"Nebraska",1761497
"1808","NE","Physicians and Surgeons, Family Practitioner",1062,1210,155830,2005,"Nebraska",1761497
"1809","NH","Dentists, General",1021,350,157180,2005,"New Hampshire",1298492
"1810","NH","Physicians and Surgeons, Family Practitioner",1062,400,146900,2005,"New Hampshire",1298492
"1811","NJ","Dentists, General",1021,2680,128330,2005,"New Jersey",8651974
"1812","NJ","Physicians and Surgeons, Family Practitioner",1062,2900,128090,2005,"New Jersey",8651974
"1813","NM","Dentists, General",1021,600,139570,2005,"New Mexico",1932274
"1814","NM","Physicians and Surgeons, Family Practitioner",1062,1280,155050,2005,"New Mexico",1932274
"1815","NV","Dentists, General",1021,610,135370,2005,"Nevada",2432143
"1816","NV","Physicians and Surgeons, Family Practitioner",1062,1000,158820,2005,"Nevada",2432143
"1817","NY","Dentists, General",1021,7110,133580,2005,"New York",19132610
"1818","NY","Physicians and Surgeons, Family Practitioner",1062,4520,144500,2005,"New York",19132610
"1819","OH","Dentists, General",1021,2920,154630,2005,"Ohio",11463320
"1820","OH","Physicians and Surgeons, Family Practitioner",1062,4670,152480,2005,"Ohio",11463320
"1821","OK","Dentists, General",1021,1000,114610,2005,"Oklahoma",3548597
"1822","OK","Physicians and Surgeons, Family Practitioner",1062,1260,135450,2005,"Oklahoma",3548597
"1823","PA","Dentists, General",1021,3280,111630,2005,"Pennsylvania",12449990
"1824","PA","Physicians and Surgeons, Family Practitioner",1062,9470,130150,2005,"Pennsylvania",12449990
"1825","RI","Dentists, General",1021,350,146740,2005,"Rhode Island",1067916
"1826","RI","Physicians and Surgeons, Family Practitioner",1062,280,141250,2005,"Rhode Island",1067916
"1827","SC","Dentists, General",1021,990,122160,2005,"South Carolina",4270150
"1828","SD","Dentists, General",1021,250,147570,2005,"South Dakota",775493
"1829","SD","Physicians and Surgeons, Family Practitioner",1062,260,141420,2005,"South Dakota",775493
"1830","TN","Dentists, General",1021,690,135850,2005,"Tennessee",5991057
"1831","TN","Physicians and Surgeons, Family Practitioner",1062,2240,78220,2005,"Tennessee",5991057
"1832","TX","Dentists, General",1021,4410,139140,2005,"Texas",22778123
"1833","TX","Physicians and Surgeons, Family Practitioner",1062,6840,125880,2005,"Texas",22778123
"1834","UT","Dentists, General",1021,1470,136530,2005,"Utah",2457719
"1835","UT","Physicians and Surgeons, Family Practitioner",1062,850,151900,2005,"Utah",2457719
"1836","VA","Dentists, General",1021,2030,144720,2005,"Virginia",7577105
"1837","VA","Physicians and Surgeons, Family Practitioner",1062,3920,129780,2005,"Virginia",7577105
"1838","VT","Dentists, General",1021,220,139290,2005,"Vermont",621215
"1839","VT","Physicians and Surgeons, Family Practitioner",1062,360,132890,2005,"Vermont",621215
"1840","WA","Dentists, General",1021,1290,139350,2005,"Washington",6257305
"1841","WA","Physicians and Surgeons, Family Practitioner",1062,2130,135250,2005,"Washington",6257305
"1842","WI","Dentists, General",1021,1900,146000,2005,"Wisconsin",5546166
"1843","WI","Physicians and Surgeons, Family Practitioner",1062,1900,160250,2005,"Wisconsin",5546166
"1844","WV","Dentists, General",1021,380,138040,2005,"West Virginia",1820492
"1845","WV","Physicians and Surgeons, Family Practitioner",1062,960,154780,2005,"West Virginia",1820492
"1846","WY","Dentists, General",1021,240,NA,2005,"Wyoming",514157
"1847","WY","Physicians and Surgeons, Family Practitioner",1062,180,151710,2005,"Wyoming",514157
"1848","AK","Dental Hygienists",2021,340,81430,2006,"Alaska",675302
"1849","AK","Dentists, All",1020,230,163140,2006,"Alaska",675302
"1850","AK","Nurses",1141,5260,64830,2006,"Alaska",675302
"1851","AK","Physicians and Surgeons, All",1060,810,NA,2006,"Alaska",675302
"1852","AL","Dental Hygienists",2021,2870,38580,2006,"Alabama",4628981
"1853","AL","Dentists, All",1020,980,NA,2006,"Alabama",4628981
"1854","AL","Nurses",1141,40010,51230,2006,"Alabama",4628981
"1855","AL","Physicians and Surgeons, All",1060,6450,NA,2006,"Alabama",4628981
"1856","AR","Dental Hygienists",2021,1080,48440,2006,"Arkansas",2821761
"1857","AR","Dentists, All",1020,600,NA,2006,"Arkansas",2821761
"1858","AR","Nurses",1141,21020,51330,2006,"Arkansas",2821761
"1859","AR","Physicians and Surgeons, All",1060,4300,NA,2006,"Arkansas",2821761
"1860","AZ","Dental Hygienists",2021,3070,69810,2006,"Arizona",6029141
"1861","AZ","Dentists, All",1020,2190,134001.187214612,2006,"Arizona",6029141
"1862","AZ","Nurses",1141,31890,58480,2006,"Arizona",6029141
"1863","AZ","Physicians and Surgeons, All",1060,6810,157110.117474303,2006,"Arizona",6029141
"1864","CA","Dental Hygienists",2021,22290,73950,2006,"California",36021202
"1865","CA","Dentists, All",1020,11060,141178.444846293,2006,"California",36021202
"1866","CA","Nurses",1141,234260,75130,2006,"California",36021202
"1867","CA","Physicians and Surgeons, All",1060,44530,NA,2006,"California",36021202
"1868","CO","Dental Hygienists",2021,2980,72920,2006,"Colorado",4720423
"1869","CO","Dentists, All",1020,1600,147375.375,2006,"Colorado",4720423
"1870","CO","Nurses",1141,34520,58620,2006,"Colorado",4720423
"1871","CO","Physicians and Surgeons, All",1060,7610,147969.434954008,2006,"Colorado",4720423
